,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Ticker_x,Period_End_Date,Issuer,NAICS_Sector_Name,Country_of_Headquarters,Net_Income_Before_Taxes,Net_Income_After_Taxes,Total_Equity,ROE,ROA,"Total_Assets,_Reported",year,contador_x,contador_y,key2_substring_x,Borrower,Bono,Bono_Chile,Note,Ticker_y,dummy_local,dummy_int,dummy_bono,dummy_bono_chile,dummy_note,key2_substring_y,Issuer_x,key2_substring,Issuer_y,issue_count,issued_more_than_once,average_total_assets,decil,dummy_issue,Año,Period,avg_median_roa,tipical_profits,firm_surplus
918,2976,2976,2976,1108,SOQUICOM.SN,2020-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,10663000,7515000,80935000,0.092852289,0.054966757,136719000,2020,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2020,2020-2023,0.034062669,4657014,6005986
1125,2977,2977,2977,1109,SOQUICOM.SN,2019-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,7926000,4828000,96241000,0.05016573,0.035093585,137575000,2019,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2019,2017-2019,0.035092427,4827840.671,3098159.329
1126,2978,2978,2978,1110,SOQUICOM.SN,2018-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,5465000,3196000,105795000,0.030209367,0.022082498,144730000,2018,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2018,2017-2019,0.035092427,5078926.988,386073.0119
1127,2979,2979,2979,1111,SOQUICOM.SN,2017-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,740000,-205000,124532000,-0.001646163,-0.001182776,173321000,2017,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2017,2017-2019,0.035092427,6082254.574,-5342254.574
1390,2980,2980,2980,1112,SOQUICOM.SN,2016-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,7870000,5935000,127523000,0.046540624,0.035570446,166852000,2016,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2016,2013-2016,0.035494312,5922296.97,1947703.03
1391,2981,2981,2981,1113,SOQUICOM.SN,2015-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,7778000,6509000,126152000,0.051596487,0.041165719,158117000,2015,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2015,2013-2016,0.035494312,5612254.153,2165745.847
1392,2982,2982,2982,1114,SOQUICOM.SN,2014-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,14944000,11890000,123196000,0.096512874,0.07819899,152048000,2014,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2014,2013-2016,0.035494312,5396839.173,9547160.827
1393,2983,2983,2983,1115,SOQUICOM.SN,2013-12-31 00:00:00,Soquimich Comercial SA,Manufacturing,Chile,12576000,10315000,117449000,0.087825354,0.062454211,165161000,2013,0,0,SOQU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145669363.6,7,0,2013,2013-2016,0.035494312,5862276.088,6713723.912
2330,2986,2986,2986,738,MARGARETS.SN,2016-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,-37914.80524,-22919.81055,403024.1002,-0.056869578,-0.01112293,2060591.074,2016,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2016,2013-2016,-0.013614191,-28053.28019,-9861.525052
2331,2987,2987,2987,739,MARGARETS.SN,2015-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,-25973.01688,7323.585505,402740.6936,0.018184369,0.003884453,1885358.48,2015,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2015,2013-2016,-0.013614191,-25667.6302,-305.3866772
2332,2988,2988,2988,740,MARGARETS.SN,2014-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,-182786.9393,-294152.3747,461569.9208,-0.637286706,-0.143671222,2047399.406,2014,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2014,2013-2016,-0.013614191,-27873.68631,-154913.253
2333,2989,2989,2989,741,MARGARETS.SN,2013-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,236.0555873,-7331.048924,825088.5208,-0.008885167,-0.003108965,2358035.408,2013,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2013,2013-2016,-0.013614191,-32102.74413,32338.79972
2335,2984,2984,2984,731,MARGARETS.SN,2023-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,-359321.1293,-194828.4085,320079.9473,-0.608686705,-0.033251672,5859206.432,2023,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2023,2020-2023,-0.003367869,-19733.03948,-339588.0898
2336,2985,2985,2985,732,MARGARETS.SN,2022-12-31 00:00:00,St Margaret's British School for Girls,Educational Services,Chile,-76978.06086,-35947.15735,534817.1739,-0.067213917,-0.005370823,6693044.35,2022,0,0,MARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483939.192,5,0,2022,2020-2023,-0.003367869,-22541.29632,-54436.76454
56,2993,2993,2993,6457,4297020810,2023-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,-6.144744373,1.874406641,411.6399237,0.00455351,0.000954967,1962.798278,2023,0,0,4297,0,0,0,0,INBACT,0,1,0,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2023,2020-2023,0.026393085,51.80430161,-57.94904598
57,2994,2994,2994,6458,4297020810,2022-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,26.91415192,33.72909413,431.3098431,0.07820154,0.015910365,2119.944652,2022,0,0,4297,0,0,0,0,INBACT,0,1,0,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2022,2020-2023,0.026393085,55.95187919,-29.03772727
58,2995,2995,2995,6459,4297020810,2021-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,45.41674069,42.46495476,406.7585137,0.104398441,0.02015378,2107.046655,2021,0,0,4297,0,146713615,0,30601056,INBACT,0,1,1,0,1,INBA,0,0,0,9,1,1807.748506,4,1,2021,2020-2023,0.026393085,55.61146126,-10.19472057
59,2996,2996,2996,6460,4297020810,2020-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,46.31943219,38.76145122,446.3794914,0.086835197,0.018768597,2065.229072,2020,0,0,4297,0,234741784,0,0,INBACT,0,1,1,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2020,2020-2023,0.026393085,54.50776625,-8.188334052
110,2997,2997,2997,6461,4297020810,2019-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,51.95517498,43.37639654,405.0653693,0.10708493,0.02023841,2143.270935,2019,0,0,4297,0,146713615,0,0,INBACT,0,1,1,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2019,2017-2019,0.02674038,57.31187971,-5.35670473
111,2998,2998,2998,6462,4297020810,2018-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,48.94000866,42.92102042,405.7135989,0.105791427,0.02083143,2060.397212,2018,0,0,4297,0,0,0,0,INBACT,0,1,0,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2018,2017-2019,0.02674038,55.09580483,-6.155796165
112,2999,2999,2999,6463,4297020810,2017-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,45.39103718,41.19279265,436.0785699,0.09446186,0.021868134,1883.69031,2017,0,0,4297,0,117370892,0,0,INBACT,0,1,1,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2017,2017-2019,0.02674038,50.37059509,-4.979557915
174,3000,3000,3000,6464,4297020810,2016-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,37.22569589,33.39331232,373.4713517,0.089413317,0.022326191,1495.70127,2016,0,0,4297,0,176056338,0,0,INBACT,0,1,1,0,0,INBA,0,0,0,9,1,1807.748506,4,1,2016,2013-2016,0.038046758,56.90658491,-19.68088903
175,3001,3001,3001,6465,4297020810,2015-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,29.14293848,28.69745002,334.7717016,0.085722449,0.021237198,1351.282299,2015,0,0,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1807.748506,4,1,2015,2013-2016,0.038046758,51.41191119,-22.26897271
176,3002,3002,3002,6466,4297020810,2014-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,46.38602243,43.01952342,367.0322576,0.117209108,0.032459517,1325.328513,2014,0,0,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1807.748506,4,1,2014,2013-2016,0.038046758,50.42445376,-4.038431337
177,3003,3003,3003,6467,4297020810,2013-12-31 00:00:00,Tanner Servicios Financieros SA,Retail Trade,Chile,56.36473824,46.74063392,387.48332,0.120626183,0.0341037,1370.544371,2013,0,0,4297,0,0,0,250000000,INBACT,0,1,0,0,1,INBA,0,0,0,9,1,1807.748506,4,1,2013,2013-2016,0.038046758,52.1447706,4.219967642
1438,3015,3015,3015,2078,CTC.SN,2023-12-31 00:00:00,Telefonica Chile SA,Information,Chile,-31290838.99,-1363495.651,1224849813,-0.001113194,-0.000626822,2175253438,2023,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2023,2020-2023,0.047658552,103669428.3,-134960267.3
1439,3016,3016,3016,2079,CTC.SN,2022-12-31 00:00:00,Telefonica Chile SA,Information,Chile,63579780.61,63543071.48,1203219854,0.052810857,0.029192622,2176682563,2022,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2022,2020-2023,0.047658552,103737538.4,-40157757.75
1440,3017,3017,3017,2080,CTC.SN,2021-12-31 00:00:00,Telefonica Chile SA,Information,Chile,486415989.9,373221710.7,887747432.7,0.420414295,0.158427491,2355788816,2021,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2021,2020-2023,0.047658552,112273482.9,374142506.9
1441,3018,3018,3018,2081,CTC.SN,2020-12-31 00:00:00,Telefonica Chile SA,Information,Chile,2237077.844,79843.6069,929121840.1,8.59345E-05,3.37407E-05,2366389147,2020,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2020,2020-2023,0.047658552,112778679.4,-110541601.5
1468,3019,3019,3019,2082,CTC.SN,2019-12-31 00:00:00,Telefonica Chile SA,Information,Chile,57713745.84,41766971.39,896185268.1,0.046605287,0.019266874,2167812560,2019,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2019,2017-2019,0.012363144,26800979.68,30912766.16
1469,3020,3020,3020,2083,CTC.SN,2018-12-31 00:00:00,Telefonica Chile SA,Information,Chile,44439548.24,28285003.97,934432310,0.03026972,0.012320414,2295783480,2018,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2018,2017-2019,0.012363144,28383102.63,16056445.61
1470,3021,3021,3021,2084,CTC.SN,2017-12-31 00:00:00,Telefonica Chile SA,Information,Chile,36045287.56,17723315.71,1091456906,0.016238218,0.007044712,2515832562,2017,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2017,2017-2019,0.012363144,31103601.2,4941686.358
1501,3022,3022,3022,2085,CTC.SN,2016-12-31 00:00:00,Telefonica Chile SA,Information,Chile,59964671.52,36207315.21,1002314937,0.036123691,0.015139934,2391510783,2016,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2016,2013-2016,0.0199074,47608762.91,12355908.6
1502,3023,3023,3023,2086,CTC.SN,2015-12-31 00:00:00,Telefonica Chile SA,Information,Chile,48763267.64,41052823.34,943559326.1,0.043508471,0.018390706,2232259210,2015,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2015,2013-2016,0.0199074,44438478.08,4324789.564
1503,3024,3024,3024,2087,CTC.SN,2014-12-31 00:00:00,Telefonica Chile SA,Information,Chile,100225992.7,69700232.52,1087580727,0.064087411,0.027544583,2530451577,2014,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2014,2013-2016,0.0199074,50374712.93,49851279.81
1504,3025,3025,3025,2088,CTC.SN,2013-12-31 00:00:00,Telefonica Chile SA,Information,Chile,133857243.5,94346801.83,1222829421,0.077154508,0.032823039,2874407908,2013,0,0,CTC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371106549,9,0,2013,2013-2016,0.0199074,57221989.37,76635254.11
1442,3026,3026,3026,3917,4295863408,2023-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,30.58878293,24.64394858,97.91271032,0.251693049,0.17705843,139.1854009,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2023,2020-2023,0.047658552,6.633374616,23.95540832
1443,3027,3027,3027,3918,4295863408,2022-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,36.36109334,24.4070531,184.5577012,0.132246192,0.108758569,224.4149901,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2022,2020-2023,0.047658552,10.6952934,25.66579994
1444,3028,3028,3028,3919,4295863408,2021-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,61.99869789,50.89487531,197.8010527,0.257303359,0.195861839,259.8509004,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2021,2020-2023,0.047658552,12.38411756,49.61458033
1445,3029,3029,3029,3920,4295863408,2020-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,96.7823987,79.77202986,294.4026659,0.270962322,0.210111124,379.6659035,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2020,2020-2023,0.047658552,18.09432707,78.68807162
1471,3030,3030,3030,3921,4295863408,2019-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,110.9704401,90.81909292,510.0722908,0.178051415,0.148365402,612.1312085,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2019,2017-2019,0.012363144,7.567866512,103.4025735
1472,3031,3031,3031,3922,4295863408,2018-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,105.1600577,97.99174345,495.4103495,0.197799145,0.163460383,599.4831384,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2018,2017-2019,0.012363144,7.411496596,97.74856113
1473,3032,3032,3032,3923,4295863408,2017-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,72.41164432,60.47457216,387.8167429,0.15593595,0.12810566,472.067916,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2017,2017-2019,0.012363144,5.836243805,66.57540052
1505,3033,3033,3033,3924,4295863408,2016-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,58.72167899,51.61742565,280.7067585,0.183883801,0.14150043,364.7863525,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2016,2013-2016,0.0199074,7.261948009,51.45973098
1506,3034,3034,3034,3925,4295863408,2015-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,56.55711473,32.52528029,391.0517501,0.083173852,0.066672476,487.8366948,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2015,2013-2016,0.0199074,9.711560453,46.84555427
1507,3035,3035,3035,3926,4295863408,2014-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,35.99664913,28.42533922,285.6423793,0.099513732,0.082131006,346.0975399,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2014,2013-2016,0.0199074,6.889902333,29.10674679
1508,3036,3036,3036,3927,4295863408,2013-12-31 00:00:00,Telefonica Larga Distancia SA,Information,Chile,10.53021885,3.101443439,269.5696664,0.011505165,0.009136028,339.4739539,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.0903635,3,0,2013,2013-2016,0.0199074,6.758043953,3.772174897
2345,3037,3037,3037,4038,4295863428,2023-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-0.581529913,-0.642844772,11.74134228,-0.054750535,-0.041687999,15.42037959,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2023,2020-2023,-0.01535496,-0.236779313,-0.3447506
2346,3038,3038,3038,4039,4295863428,2022-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-0.010954202,-1.062918734,13.954239,-0.076171745,-0.057003059,18.64669649,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2022,2020-2023,-0.01535496,-0.28631928,0.275365078
2347,3039,3039,3039,4040,4295863428,2021-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,0.743484887,2.147087212,13.77845329,0.155829335,0.132408913,16.2155792,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2021,2020-2023,-0.01535496,-0.248989571,0.992474458
2348,3040,3040,3040,4041,4295863428,2020-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-1.391931906,-0.919840362,-7.148655789,0.128673192,-0.068862181,13.35770008,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2020,2020-2023,-0.01535496,-0.205106951,-1.186824955
2355,3041,3041,3041,4042,4295863428,2019-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-2.445509565,-2.445509565,-7.269375,0.33641263,-0.136728522,17.88587731,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2019,2017-2019,-0.023471769,-0.419813172,-2.025696393
2356,3042,3042,3042,4043,4295863428,2018-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-1.538164858,-1.538164858,-5.662221588,0.27165395,-0.069595694,22.10143727,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2018,2017-2019,-0.023471769,-0.518759819,-1.019405039
2357,3043,3043,3043,4044,4295863428,2017-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-2.045995902,-2.045995902,-4.52968469,0.451686164,-0.080375637,25.45542383,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2017,2017-2019,-0.023471769,-0.597483815,-1.448512086
2366,3044,3044,3044,4045,4295863428,2016-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-2.80860857,-2.80860857,-2.287624458,1.227740226,-0.116648958,24.07744247,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2016,2013-2016,-0.003978652,-0.095795765,-2.712812805
2367,3045,3045,3045,4046,4295863428,2015-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-2.267110636,-2.267110636,0.57834527,-3.919995121,-0.079353027,28.56993266,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2015,2013-2016,-0.003978652,-0.11366982,-2.153440816
2368,3046,3046,3046,4047,4295863428,2014-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-1.239905363,-1.239905363,2.624136435,-0.472500342,-0.044418377,27.9142429,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2014,2013-2016,-0.003978652,-0.111061059,-1.128844304
2369,3047,3047,3047,4048,4295863428,2013-12-31 00:00:00,Termas de Puyehue SA,Accommodation and Food Services,Chile,-1.074969315,-1.074969315,5.921241542,-0.181544581,-0.044552872,24.1279465,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25205984,1,0,2013,2013-2016,-0.003978652,-0.095996703,-0.978972612
1446,3059,3059,3059,4452,4295863484,2023-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,84.65006752,63.29064508,45.39180021,1.394318903,0.905949527,69.86111608,2023,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2023,2020-2023,0.047658552,3.329479609,81.32058791
1447,3060,3060,3060,4453,4295863484,2022-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,76.87519013,60.09415649,43.0721227,1.395198396,0.709150012,84.74110625,2022,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2022,2020-2023,0.047658552,4.038638389,72.83655174
1448,3061,3061,3061,4454,4295863484,2021-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,32.277669,24.47719008,18.30883379,1.336906018,0.509582964,48.03376845,2021,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2021,2020-2023,0.047658552,2.289219835,29.98844916
1449,3062,3062,3062,4455,4295863484,2020-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,-2.122773747,-2.270209433,-7.207326847,0.31498633,-0.173505881,13.08433707,2020,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2020,2020-2023,0.047658552,0.623580554,-2.746354301
1474,3063,3063,3063,4456,4295863484,2019-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,1.000687226,0.512212069,-4.537993528,-0.112871926,0.032608983,15.70769846,2019,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2019,2017-2019,0.012363144,0.194196544,0.806490682
1475,3064,3064,3064,4457,4295863484,2018-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,-2.824143771,-2.415522937,-5.54853427,0.435344331,-0.118961895,20.30501401,2018,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2018,2017-2019,0.012363144,0.25103382,-3.075177591
1476,3065,3065,3065,4458,4295863484,2017-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,0.20034858,0.116277323,-2.887198844,-0.040273403,0.010174992,11.42775542,2017,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2017,2017-2019,0.012363144,0.14128299,0.059065589
1509,3066,3066,3066,4459,4295863484,2016-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,-6.714516301,-5.402928915,-3.333312667,1.620888724,-0.564607908,9.569346873,2016,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2016,2013-2016,0.0199074,0.190500821,-6.905017122
1510,3067,3067,3067,4460,4295863484,2015-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,1.5879653,1.313767744,1.935774842,0.678677972,0.190177833,6.908101341,2015,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2015,2013-2016,0.0199074,0.13752234,1.45044296
1511,3068,3068,3068,4461,4295863484,2014-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,0.02538631,0.011217939,0.850338316,0.013192324,0.003813282,2.941806452,2014,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2014,2013-2016,0.0199074,0.058563719,-0.033177409
1512,3069,3069,3069,4462,4295863484,2013-12-31 00:00:00,Transam Comunicaciones SA,Information,Chile,0.064709664,0.054990958,1.071450673,0.051323836,0.011669688,4.712290536,2013,0,0,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11748554,1,0,2013,2013-2016,0.0199074,0.093809455,-0.02909979
323,3070,3070,3070,7917,5000075044,2023-12-31 00:00:00,Transnet SA,Utilities,Chile,48.0069704,39.1647835,527.8540538,0.074196235,0.042964148,911.5689468,2023,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2023,2020-2023,0.0358355,32.66652868,15.34044173
324,3071,3071,3071,7918,5000075044,2022-12-31 00:00:00,Transnet SA,Utilities,Chile,34.2229469,30.01659136,615.1775594,0.048793378,0.028179188,1065.204261,2022,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2022,2020-2023,0.0358355,38.17212693,-3.949180032
325,3072,3072,3072,7919,5000075044,2021-12-31 00:00:00,Transnet SA,Utilities,Chile,72.46266705,59.70399391,647.5261622,0.092203215,0.05512294,1083.106134,2021,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2021,2020-2023,0.0358355,38.81364947,33.64901757
326,3073,3073,3073,7920,5000075044,2020-12-31 00:00:00,Transnet SA,Utilities,Chile,45.11922803,38.76202902,684.0404194,0.056666285,0.033377856,1161.309737,2020,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2020,2020-2023,0.0358355,41.61611469,3.503113346
426,3074,3074,3074,7921,5000075044,2019-12-31 00:00:00,Transnet SA,Utilities,Chile,51.58898989,68.00931921,632.7839596,0.107476364,0.065778233,1033.918301,2019,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2019,2017-2019,0.044682897,46.19846473,5.390525156
427,3075,3075,3075,7922,5000075044,2018-12-31 00:00:00,Transnet SA,Utilities,Chile,59.87476216,50.34395083,554.9815842,0.090712831,0.056617104,889.200387,2018,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2018,2017-2019,0.044682897,39.7320491,20.14271306
428,3076,3076,3076,7923,5000075044,2017-12-31 00:00:00,Transnet SA,Utilities,Chile,53.82723975,43.74744085,411.1717035,0.106397012,0.061670286,709.3763308,2017,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2017,2017-2019,0.044682897,31.69698936,22.13025038
557,3077,3077,3077,7924,5000075044,2016-12-31 00:00:00,Transnet SA,Utilities,Chile,28.78455547,24.99274272,323.8684673,0.077169423,0.046739595,534.7231361,2016,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2016,2013-2016,0.055738757,29.80480315,-1.020247681
558,3078,3078,3078,7925,5000075044,2015-12-31 00:00:00,Transnet SA,Utilities,Chile,50.42998794,40.72248744,225.6322644,0.180481668,0.092573615,439.8930259,2015,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2015,2013-2016,0.055738757,24.51909064,25.9108973
559,3079,3079,3079,7926,5000075044,2014-12-31 00:00:00,Transnet SA,Utilities,Chile,39.4178068,32.45272693,188.3298666,0.172318536,0.089480303,362.6801184,2014,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4399028,4,0,2014,2013-2016,0.055738757,20.21533913,19.20246768
